year,mileage,engine_size,horsepower,fuel_type,transmission,brand,condition,accident_count,num_owners,price
2018,136972,2.5,336,diesel,automatic,Kia,good,0,3,21049.43
2004,185269,5.0,198,gasoline,cvt,Hyundai,good,0,5,6140.6
2003,169591,2.0,150,gasoline,cvt,Nissan,excellent,1,2,3794.69
2008,157694,3.5,131,gasoline,cvt,Mercedes,good,2,1,19292.24
2004,70603,3.5,221,diesel,automatic,BMW,good,4,3,20741.43
2017,102891,5.0,346,hybrid,manual,Toyota,good,1,1,34268.5
2003,50534,2.5,300,diesel,automatic,Chevrolet,good,0,2,15091.88
2002,24320,2.5,269,diesel,automatic,Hyundai,poor,0,2,7964.88
2006,176824,2.0,337,gasoline,manual,Audi,good,3,2,11483.3
2013,26145,5.0,301,diesel,automatic,Mercedes,excellent,2,1,84516.12
2002,136877,1.4,116,gasoline,automatic,Toyota,good,1,1,2079.58
2011,136273,3.0,338,gasoline,manual,BMW,good,0,1,39612.39
2016,106270,5.0,123,gasoline,automatic,Ford,excellent,0,3,26782.01
2003,29673,5.0,186,gasoline,automatic,Kia,fair,0,4,10991.36
2015,80376,4.0,182,gasoline,cvt,Chevrolet,excellent,1,2,24694.7
2001,197423,1.8,324,diesel,manual,Kia,poor,1,1,3381.66
2008,185565,1.8,388,diesel,automatic,Nissan,good,1,1,14496.35
2017,140395,2.0,170,diesel,manual,Ford,fair,2,2,8159.78
2014,104506,2.5,127,gasoline,automatic,Honda,good,0,4,14687.7
2009,24121,5.0,155,electric,manual,Hyundai,good,4,1,15936.71
2013,97877,4.0,449,gasoline,automatic,Kia,fair,3,1,14437.07
2016,181991,1.4,186,hybrid,cvt,Honda,good,0,3,15689.75
2015,51661,2.5,480,gasoline,automatic,Honda,fair,0,3,26198.41
2017,30859,3.0,122,gasoline,automatic,Honda,fair,3,4,17163.64
2019,24215,1.8,85,hybrid,cvt,Kia,excellent,1,1,24189.67
2008,47002,1.8,221,electric,automatic,Ford,excellent,2,1,21513.49
2005,135341,2.5,325,gasoline,cvt,Hyundai,good,0,3,10984.39
2019,81889,2.5,151,gasoline,automatic,Hyundai,excellent,0,4,20484.65
2016,31107,1.4,208,gasoline,cvt,Ford,poor,0,2,9863.44
2020,33452,5.0,412,hybrid,manual,BMW,excellent,1,1,93566.89
2014,91366,2.0,87,gasoline,automatic,Nissan,good,0,2,13101.35
2011,114603,1.4,399,hybrid,automatic,Ford,fair,0,3,16305.4
2023,158310,1.6,213,hybrid,manual,Nissan,good,1,3,22001.09
2001,5108,5.0,203,diesel,automatic,Honda,good,0,1,24101.51
2002,79487,2.0,457,gasoline,automatic,Toyota,good,1,3,19002.11
2019,69617,5.0,292,hybrid,automatic,Toyota,good,2,4,37691.84
2012,118307,4.0,253,gasoline,cvt,Mercedes,fair,1,2,29912.11
2011,92171,3.0,425,gasoline,cvt,Audi,excellent,2,4,47216.02
2012,139614,1.8,87,gasoline,automatic,Mercedes,fair,1,1,17245.9
2015,45955,1.6,408,gasoline,automatic,Ford,good,2,3,21860.76
2003,64544,1.6,396,gasoline,manual,Mercedes,excellent,0,2,41990.92
2008,133584,1.8,185,diesel,automatic,Hyundai,good,2,3,10627.46
2022,125743,4.0,426,gasoline,automatic,Chevrolet,excellent,4,1,30373.35
2007,33843,5.0,367,gasoline,automatic,Kia,excellent,0,2,25906.29
2003,26137,1.8,389,gasoline,automatic,Hyundai,fair,1,3,9992.28
2021,167062,2.0,498,gasoline,cvt,Honda,good,0,2,27338.07
2014,164884,1.8,168,diesel,manual,Ford,excellent,5,1,9977.92
2014,137909,2.5,472,diesel,cvt,Nissan,good,0,4,22490.32
2001,169332,1.4,100,electric,automatic,Mercedes,good,1,1,1423.68
2015,121204,3.5,315,gasoline,automatic,Honda,fair,0,4,21288.49
2001,16671,3.5,226,diesel,automatic,Ford,poor,0,5,4510.76
2012,175897,5.0,109,hybrid,manual,Honda,good,0,1,15257.9
2017,23678,3.0,109,gasoline,automatic,Toyota,fair,0,2,23342.35
2003,71702,2.0,257,gasoline,manual,Mercedes,good,0,3,26633.78
2006,163006,3.5,350,diesel,cvt,Toyota,good,0,1,18468.38
2015,197773,2.5,309,gasoline,manual,Kia,excellent,0,4,14584.77
2010,198952,5.0,469,gasoline,cvt,Audi,good,0,2,42462.96
2021,176440,1.6,234,gasoline,automatic,Honda,good,0,3,20909.18
2012,49478,5.0,198,diesel,automatic,Chevrolet,fair,5,5,12583.43
2014,113260,3.5,462,gasoline,automatic,Honda,good,4,2,23778.96
2016,83087,2.0,411,diesel,automatic,Honda,excellent,2,5,32511.99
2006,81194,1.8,329,gasoline,cvt,Chevrolet,excellent,0,3,17280.3
2003,44687,1.6,262,diesel,automatic,Kia,good,0,1,11489.95
2013,22813,3.5,137,diesel,cvt,Ford,good,1,3,22016.23
2015,75365,1.6,450,gasoline,automatic,Chevrolet,fair,0,1,16828.58
2015,199021,5.0,422,gasoline,automatic,Mercedes,good,2,2,50491.99
2001,107364,3.5,390,gasoline,manual,Mercedes,fair,0,1,25472.9
2022,167615,3.0,353,diesel,automatic,Honda,fair,1,2,22877.69
2009,155014,5.0,85,gasoline,manual,Chevrolet,good,0,4,11979.94
2001,120189,3.5,453,electric,manual,Audi,good,0,3,38934.91
2014,58015,5.0,330,gasoline,manual,Kia,good,5,4,16814.39
2023,57295,4.0,185,electric,manual,Kia,good,1,1,25626.31
2019,12118,1.8,494,gasoline,automatic,Kia,good,0,2,29794.57
2001,65504,2.5,475,electric,automatic,Toyota,good,3,2,17186.18
2001,122972,5.0,187,gasoline,automatic,Nissan,good,0,5,14556.56
2008,121399,1.6,497,gasoline,automatic,Ford,poor,1,1,7629.44
2019,102650,3.5,377,gasoline,cvt,Mercedes,excellent,3,1,68116.31
2015,72045,5.0,291,diesel,automatic,Audi,poor,1,2,30141.03
2012,90559,3.0,425,diesel,automatic,Kia,excellent,1,5,24221.97
2011,79092,1.4,223,gasoline,cvt,Chevrolet,fair,1,2,8502.14
2009,112781,5.0,434,gasoline,automatic,Chevrolet,good,0,1,22145.88
2000,184289,3.5,185,gasoline,automatic,Toyota,good,0,3,3842.12
2023,79484,5.0,294,gasoline,automatic,Audi,excellent,1,1,76567.8
2002,113242,3.5,303,hybrid,manual,BMW,excellent,0,5,33337.23
2001,123315,3.0,172,electric,cvt,BMW,fair,0,2,16669.07
2006,136762,1.6,388,gasoline,cvt,Nissan,excellent,0,2,16046.31
2016,199447,1.4,104,gasoline,automatic,Nissan,good,0,3,10020.63
2016,159915,1.4,200,gasoline,manual,Audi,fair,0,1,21950.34
2005,23280,3.0,272,gasoline,cvt,Kia,good,0,2,12468.88
2013,182484,3.5,310,gasoline,automatic,Toyota,fair,2,2,11762.73
2006,126268,3.0,265,gasoline,automatic,Nissan,good,2,1,13361.63
2014,134273,3.0,174,gasoline,automatic,Ford,good,0,1,17941.37
2001,18725,4.0,158,electric,manual,Toyota,good,3,2,15924.56
2016,3874,1.4,120,gasoline,manual,Toyota,good,0,1,23933.69
2004,11079,3.5,246,diesel,automatic,Ford,good,0,2,23867.96
2007,18908,1.4,404,hybrid,automatic,Hyundai,good,2,4,15906.84
2020,149625,1.6,197,gasoline,automatic,Nissan,good,0,1,17697.44
2019,71709,1.4,421,hybrid,automatic,Kia,excellent,1,1,29774.83
2009,82437,1.8,193,gasoline,manual,Mercedes,excellent,1,3,31964.21
2017,198942,3.0,454,electric,automatic,Toyota,good,1,2,32142.48
2017,142923,1.6,143,gasoline,manual,BMW,good,0,1,30009.37
2005,130335,4.0,152,gasoline,automatic,Audi,excellent,0,3,26747.68
2000,121266,1.4,128,gasoline,manual,Hyundai,poor,0,1,4157.43
2021,62040,3.5,212,gasoline,cvt,Kia,good,0,1,20302.26
2020,112262,3.0,477,gasoline,manual,Audi,good,2,2,52139.23
2008,21198,3.5,259,gasoline,cvt,Kia,excellent,1,1,20615.23
2006,126297,2.0,296,gasoline,automatic,Honda,good,0,1,14791.06
2014,68544,1.6,160,gasoline,automatic,Kia,fair,1,4,8152.07
2009,66888,1.4,250,gasoline,automatic,Nissan,fair,0,3,11761.75
2002,77759,3.5,150,gasoline,manual,Hyundai,good,0,1,6854.44
2012,16230,4.0,156,diesel,manual,Ford,good,0,2,23507.95
2018,72805,3.5,478,gasoline,automatic,Hyundai,fair,1,3,22273.39
2002,105542,1.4,213,diesel,manual,BMW,excellent,0,2,21720.35
2013,1951,2.0,388,gasoline,manual,Toyota,excellent,0,3,33546.72
2015,168570,2.5,91,gasoline,automatic,Audi,good,0,2,27618.6
2015,14167,4.0,301,hybrid,automatic,BMW,good,0,1,72009.12
2004,10189,3.5,248,electric,automatic,Audi,excellent,3,1,49156.56
2015,186454,3.0,264,gasoline,cvt,Kia,poor,0,1,5888.81
2019,5518,3.0,264,gasoline,automatic,Honda,good,2,1,31338.43
2012,158327,4.0,332,diesel,automatic,Hyundai,good,0,3,18045.94
2012,79943,2.0,400,diesel,automatic,Ford,good,2,1,22044.6
2020,100164,1.4,493,electric,manual,Nissan,good,0,1,35690.08
2016,54176,2.5,243,diesel,automatic,Toyota,excellent,3,1,31026.65
2015,119479,4.0,259,gasoline,manual,Ford,good,0,3,19512.78
2012,52320,1.4,263,gasoline,manual,BMW,fair,1,2,24392.53
2022,181325,2.5,437,gasoline,cvt,Nissan,excellent,2,3,27742.91
2015,137840,1.6,491,gasoline,automatic,Hyundai,good,0,4,18585.17
2011,15201,2.0,461,gasoline,manual,BMW,excellent,0,2,59935.7
2003,164134,5.0,403,gasoline,automatic,Audi,poor,3,2,17548.17
2010,67717,1.6,143,diesel,cvt,BMW,poor,3,1,15139.69
2020,15784,2.0,410,diesel,automatic,Mercedes,good,0,1,85210.21
2022,28857,5.0,364,hybrid,automatic,Nissan,good,1,2,43379.5
2022,115764,2.5,153,hybrid,automatic,Toyota,excellent,1,1,34635.5
2002,34034,3.5,478,hybrid,automatic,Ford,good,1,1,25947.56
2004,163256,2.5,322,hybrid,automatic,Mercedes,good,1,4,20910.86
2008,141229,1.4,316,gasoline,automatic,Nissan,excellent,5,3,5985.08
2001,45176,2.0,467,hybrid,manual,Mercedes,fair,4,2,24452.99
2014,98263,3.5,170,diesel,cvt,Kia,good,0,3,16499.87
2006,171488,2.5,80,hybrid,automatic,Nissan,poor,0,2,2454.84
2007,24089,1.6,285,gasoline,automatic,Audi,good,0,2,36243.75
2017,25900,1.4,368,diesel,automatic,Mercedes,good,0,1,71093.74
2015,158364,4.0,239,hybrid,cvt,Toyota,fair,2,1,17207.67
2018,121933,4.0,483,diesel,automatic,BMW,excellent,0,1,86767.27
2017,134890,3.5,437,gasoline,automatic,Toyota,good,0,2,34291.16
2004,186130,4.0,237,diesel,cvt,Hyundai,good,0,4,7543.04
2017,56213,3.5,324,gasoline,automatic,Audi,good,1,3,52584.42
2000,137112,1.4,167,gasoline,automatic,Audi,excellent,3,2,500.0
2000,193105,4.0,358,diesel,automatic,Honda,excellent,1,2,14897.26
2004,98299,3.5,177,hybrid,automatic,Honda,excellent,0,4,18185.52
2001,12894,1.8,83,hybrid,cvt,Audi,fair,0,2,15863.47
2021,112821,1.4,185,gasoline,cvt,Toyota,fair,0,4,16836.92
2016,69838,1.6,455,diesel,automatic,Nissan,excellent,0,1,38243.11
2003,122399,3.0,414,diesel,automatic,Chevrolet,good,0,3,16105.0
2003,184881,2.5,297,gasoline,automatic,Chevrolet,excellent,4,5,976.19
2023,126781,5.0,143,gasoline,automatic,BMW,good,0,2,55382.5
2003,41686,2.5,265,gasoline,automatic,Audi,excellent,1,1,36038.7
2012,107673,1.6,444,gasoline,automatic,BMW,fair,1,1,33474.52
2016,114629,3.0,325,diesel,manual,Toyota,good,0,3,27191.76
2002,174496,1.8,177,hybrid,manual,Kia,excellent,1,2,2135.42
2008,51295,2.5,186,gasoline,manual,Honda,excellent,0,1,21288.7
2014,99390,1.4,94,gasoline,automatic,BMW,good,1,3,24584.66
2018,115801,3.0,327,hybrid,automatic,Nissan,excellent,0,4,35668.31
2006,97997,2.5,259,hybrid,manual,Mercedes,good,1,2,31968.92
2022,153171,4.0,446,diesel,automatic,Audi,good,0,4,67382.48
2009,33063,3.0,327,diesel,automatic,Honda,excellent,0,1,35198.66
2018,20894,2.0,494,hybrid,automatic,Chevrolet,fair,2,3,24952.65
2020,1081,5.0,286,gasoline,automatic,Honda,good,0,2,37682.8
2018,166131,3.5,272,gasoline,cvt,BMW,poor,0,3,20795.79
2007,19983,2.5,371,gasoline,cvt,Hyundai,poor,2,1,6268.13
2007,13447,2.5,207,gasoline,automatic,Mercedes,poor,0,1,21077.83
2020,27787,1.6,362,gasoline,cvt,Ford,excellent,1,1,32215.34
2015,199650,3.5,313,gasoline,manual,Honda,excellent,1,2,21579.58
2001,196373,1.8,449,gasoline,automatic,Kia,excellent,1,1,9616.26
2021,32349,5.0,367,hybrid,cvt,Hyundai,fair,3,2,22540.08
2014,150578,2.0,488,gasoline,automatic,Honda,fair,1,2,18516.76
2012,48571,1.6,368,hybrid,cvt,Nissan,poor,0,1,9881.79
2003,179855,3.5,364,diesel,manual,BMW,good,1,2,20964.27
2002,114240,3.5,376,diesel,automatic,Kia,fair,0,4,10923.22
2002,143830,1.6,408,diesel,automatic,Toyota,good,1,5,13733.76
2013,100334,1.6,178,gasoline,manual,Honda,poor,0,1,10546.84
2002,79353,5.0,286,gasoline,cvt,Chevrolet,excellent,1,2,16380.78
2017,70997,2.0,97,gasoline,manual,Nissan,excellent,0,1,21156.0
2001,130926,1.6,211,gasoline,cvt,Kia,good,0,1,4109.66
2014,116601,1.6,424,diesel,automatic,Toyota,fair,1,3,22856.69
2011,10306,4.0,324,electric,automatic,Nissan,good,0,1,36258.35
2014,45261,5.0,133,gasoline,automatic,Ford,excellent,1,1,27925.11
2006,102700,2.0,200,gasoline,automatic,Kia,poor,1,2,5375.13
2008,42645,2.5,370,gasoline,cvt,Chevrolet,excellent,1,1,23135.69
2019,113247,3.0,356,hybrid,automatic,Audi,good,1,1,58522.75
2014,76583,5.0,492,hybrid,cvt,Chevrolet,good,0,2,33201.89
2018,127306,1.6,131,gasoline,automatic,BMW,good,0,2,36437.07
2018,2633,2.0,282,hybrid,manual,Mercedes,fair,2,3,45393.18
2007,72673,5.0,123,gasoline,automatic,Mercedes,good,0,1,44079.32
2010,161772,5.0,199,gasoline,automatic,Toyota,excellent,1,1,21901.31
2016,81844,2.0,367,gasoline,automatic,Chevrolet,good,1,2,23484.22
2002,76896,1.8,493,diesel,automatic,Nissan,good,0,2,20535.83
2008,62740,3.0,181,gasoline,automatic,Kia,good,1,1,12635.24
2002,156026,3.5,270,diesel,automatic,BMW,fair,2,4,11174.27
2021,152064,1.6,96,hybrid,automatic,Mercedes,good,1,1,42895.04
2018,142466,1.6,452,gasoline,automatic,Nissan,good,1,2,23305.99
2022,61623,1.4,381,gasoline,automatic,Honda,excellent,0,1,40538.77
2013,101984,1.6,267,gasoline,automatic,BMW,excellent,5,3,28647.89
2017,181881,4.0,224,hybrid,cvt,Honda,poor,0,1,12357.96
2014,158100,3.5,251,gasoline,automatic,Chevrolet,good,0,1,18502.74
2010,147132,1.6,203,hybrid,automatic,Chevrolet,good,1,2,14183.13
2009,110630,1.6,412,hybrid,automatic,Mercedes,excellent,0,1,61284.3
2003,78843,3.5,206,gasoline,manual,BMW,poor,1,3,10799.56
2021,88014,2.0,439,gasoline,automatic,Hyundai,excellent,0,3,29441.26
2001,147026,5.0,234,electric,automatic,Toyota,good,2,1,14063.53
2011,21315,3.0,286,diesel,automatic,Hyundai,fair,0,2,16527.43
2004,23138,2.0,254,diesel,automatic,Mercedes,good,0,2,40584.95
2021,84899,3.0,356,diesel,automatic,Hyundai,good,1,2,25660.08
2007,20128,5.0,283,gasoline,manual,Toyota,good,1,3,23371.8
2017,165786,3.5,160,hybrid,automatic,Mercedes,good,0,4,44015.66
2004,53577,1.4,141,electric,automatic,Honda,fair,0,2,10838.57
2011,179680,2.5,160,gasoline,automatic,Kia,good,3,3,6328.86
2009,45552,2.0,428,gasoline,automatic,Mercedes,good,0,5,50708.75
2021,62353,4.0,302,gasoline,manual,Ford,excellent,2,1,28895.04
2023,84670,3.5,277,gasoline,manual,Honda,fair,1,1,22205.2
2017,134620,3.5,357,gasoline,cvt,Audi,excellent,0,1,61414.13
2022,163134,5.0,169,gasoline,automatic,Nissan,good,0,2,25866.5
2006,153184,4.0,239,gasoline,automatic,BMW,poor,0,3,15406.6
2011,15074,2.0,319,hybrid,automatic,Audi,good,4,2,39876.41
2000,147581,5.0,295,gasoline,manual,BMW,good,2,2,19349.46
2016,153906,5.0,327,gasoline,manual,Audi,excellent,1,2,54136.17
2016,141151,2.0,309,gasoline,automatic,Hyundai,fair,3,2,9912.36
2012,11721,3.5,233,hybrid,manual,Hyundai,good,0,1,26195.62
2005,154873,1.8,208,electric,manual,BMW,poor,1,3,7519.62
2018,79292,4.0,315,electric,automatic,Nissan,good,1,1,35042.85
2007,124652,1.6,421,diesel,automatic,BMW,excellent,0,2,47177.03
2000,1492,4.0,201,gasoline,manual,Ford,good,3,1,12595.03
2013,176582,1.8,198,electric,automatic,Toyota,good,4,2,9413.58
2001,147713,5.0,477,electric,automatic,Mercedes,excellent,0,1,66128.42
2011,96567,1.4,255,gasoline,automatic,Mercedes,poor,0,1,19675.67
2016,31252,1.4,297,gasoline,automatic,Kia,good,0,1,19334.16
2017,140352,1.6,412,hybrid,cvt,Nissan,fair,0,3,18592.13
2009,189386,3.5,323,diesel,automatic,Hyundai,excellent,0,5,16141.63
2014,100805,2.5,348,gasoline,cvt,Hyundai,good,0,1,21260.24
2008,14155,1.4,234,gasoline,automatic,BMW,excellent,2,2,34710.43
2000,136280,2.0,178,gasoline,cvt,Audi,fair,2,2,2295.36
2006,132040,3.5,358,gasoline,automatic,Kia,excellent,2,3,15709.94
2019,137299,1.6,457,gasoline,automatic,Honda,good,0,1,27367.85
2005,100972,3.0,268,gasoline,cvt,BMW,good,0,1,28242.21
2008,97821,3.0,146,diesel,manual,Hyundai,good,1,2,12240.69
2019,28330,1.6,401,gasoline,cvt,Mercedes,good,2,2,62192.58
2002,163916,3.5,107,gasoline,automatic,Audi,good,0,1,10204.45
2019,51336,2.0,400,gasoline,automatic,Kia,good,1,1,26492.97
2012,166905,2.0,84,gasoline,automatic,Kia,excellent,1,3,9911.52
2013,116109,2.0,83,hybrid,automatic,Chevrolet,good,2,1,12073.5
2017,141223,3.5,149,gasoline,cvt,Audi,excellent,2,4,34527.91
2012,199593,4.0,103,gasoline,automatic,Toyota,excellent,2,2,10808.22
2012,59404,1.6,324,gasoline,manual,Ford,good,0,3,16684.7
2006,151297,3.0,276,gasoline,automatic,Kia,fair,1,1,11250.33
2005,191249,2.5,111,gasoline,automatic,Nissan,fair,0,4,1689.94
2013,36996,4.0,429,hybrid,automatic,Nissan,excellent,0,2,43456.86
2008,172085,1.8,266,diesel,automatic,Hyundai,excellent,0,1,13090.7
2012,49109,3.5,433,gasoline,automatic,BMW,good,1,4,55901.17
2021,123650,3.5,345,gasoline,cvt,Hyundai,excellent,0,2,26530.78
2022,152256,1.6,114,gasoline,manual,Honda,excellent,3,2,18389.14
2022,92375,1.4,127,diesel,automatic,Hyundai,excellent,1,4,21811.5
2007,149646,5.0,447,gasoline,automatic,Toyota,good,0,1,24995.55
2005,88649,1.6,265,gasoline,cvt,BMW,good,2,2,20772.9
2005,82272,1.6,147,electric,cvt,Hyundai,fair,0,2,6971.92
2017,152633,3.5,363,diesel,cvt,Mercedes,excellent,1,1,66906.19
2009,100317,1.6,223,gasoline,automatic,Toyota,good,0,3,15948.25
2008,116565,4.0,192,hybrid,automatic,Mercedes,good,0,3,43883.29
2023,33222,2.5,192,diesel,cvt,Toyota,excellent,2,3,36819.66
2005,190061,2.5,410,electric,manual,Toyota,poor,1,2,7497.21
2016,170083,1.8,425,gasoline,cvt,Audi,good,0,1,43925.97
2007,115120,2.0,190,hybrid,manual,Kia,good,3,5,3636.65
2015,53228,1.6,225,diesel,cvt,Honda,fair,2,2,15078.77
2002,36872,1.4,422,diesel,automatic,Hyundai,good,0,1,17720.86
2016,61434,5.0,109,diesel,automatic,Chevrolet,good,3,4,20000.31
2006,37763,4.0,269,gasoline,automatic,Toyota,poor,2,1,11561.61
2020,31598,1.8,340,gasoline,manual,BMW,fair,5,1,32859.37
2009,126844,3.5,342,diesel,automatic,Honda,good,0,3,23091.59
2000,21587,1.6,231,hybrid,manual,BMW,excellent,0,2,30189.01
2018,48299,5.0,309,gasoline,cvt,BMW,fair,0,3,47431.0
2020,199235,2.0,421,gasoline,automatic,Toyota,good,0,2,26253.45
2020,176837,3.0,441,gasoline,automatic,Chevrolet,fair,0,2,19000.5
2012,171733,2.5,114,hybrid,cvt,Mercedes,excellent,0,2,35288.41
2013,126937,3.0,432,diesel,automatic,Kia,fair,0,1,14008.58
2013,86233,1.6,272,gasoline,manual,Toyota,good,4,1,14920.0
2013,49922,3.0,187,gasoline,manual,Mercedes,excellent,0,1,55835.87
2001,23003,2.0,249,diesel,automatic,Toyota,good,1,2,17053.24
2018,10435,1.6,141,gasoline,manual,Chevrolet,fair,0,4,15232.24
2016,42521,5.0,227,gasoline,automatic,BMW,excellent,1,3,65820.51
2015,71038,3.5,275,hybrid,automatic,BMW,fair,0,1,44156.91
2001,92741,4.0,411,gasoline,manual,BMW,fair,0,3,24154.32
2010,89180,5.0,377,diesel,automatic,Audi,good,1,2,55937.3
2019,27469,5.0,112,gasoline,automatic,Audi,excellent,0,1,66881.19
2019,46900,1.8,89,gasoline,manual,Hyundai,fair,3,4,10346.84
2012,76921,1.4,485,hybrid,cvt,Chevrolet,excellent,1,1,26326.34
2014,12315,4.0,248,hybrid,automatic,Honda,excellent,0,2,39765.29
2020,119392,3.0,422,gasoline,manual,Chevrolet,fair,0,2,19739.23
2007,60823,1.6,100,hybrid,automatic,BMW,fair,1,3,18603.21
2009,134968,4.0,404,hybrid,manual,Honda,good,5,2,17703.84
2016,187870,3.0,86,gasoline,automatic,Mercedes,fair,1,4,19394.24
2009,75017,2.0,422,electric,automatic,Mercedes,excellent,3,2,60021.23
2023,20836,1.4,173,gasoline,automatic,Ford,excellent,0,5,32954.6
2018,183611,3.0,495,hybrid,manual,BMW,excellent,0,1,68582.89
2000,8599,2.5,138,gasoline,cvt,Chevrolet,poor,1,1,8453.7
2012,33482,2.5,302,hybrid,automatic,Kia,excellent,1,1,27946.88
2011,30847,2.5,489,gasoline,cvt,Hyundai,good,4,3,19991.83
2009,114840,1.4,341,electric,automatic,Honda,good,1,3,18681.24
2001,186259,1.8,270,electric,cvt,Hyundai,good,1,2,2801.86
2012,63259,1.8,276,hybrid,automatic,Hyundai,fair,0,2,15268.31
2013,163003,3.5,387,diesel,cvt,Chevrolet,poor,0,3,11738.18
2023,156964,1.6,267,gasoline,automatic,BMW,good,1,1,44780.38
2019,154544,1.4,208,gasoline,automatic,Kia,poor,0,5,6588.92
2006,55373,3.0,129,gasoline,automatic,Hyundai,poor,1,3,3749.63
2020,39098,1.4,329,gasoline,cvt,Chevrolet,fair,2,1,16551.27
2010,37261,3.5,364,gasoline,automatic,Hyundai,fair,0,3,15070.21
2010,33160,1.8,412,gasoline,manual,Chevrolet,good,3,2,15622.39
2002,25841,5.0,349,diesel,automatic,Nissan,good,0,2,24836.12
2000,65119,2.5,254,electric,cvt,Honda,excellent,2,3,12684.6
2020,186523,1.4,210,electric,automatic,Nissan,fair,2,1,13938.43
2010,103259,5.0,259,diesel,automatic,Hyundai,excellent,4,4,17923.34
2021,75254,2.5,450,gasoline,automatic,Audi,excellent,0,2,79129.28
2004,70046,4.0,156,gasoline,automatic,Honda,good,2,1,13083.04
2019,155145,2.5,422,electric,cvt,Audi,excellent,0,2,72358.4
2014,26508,3.5,376,gasoline,cvt,BMW,excellent,1,1,65301.99
2013,12445,1.8,464,diesel,cvt,Kia,good,0,1,23490.2
2016,68309,4.0,149,diesel,automatic,Chevrolet,excellent,0,3,28138.99
2001,111404,3.0,127,electric,cvt,Chevrolet,good,0,3,8179.65
2010,55239,2.5,354,gasoline,automatic,Nissan,fair,0,2,14421.34
2011,49781,2.0,290,gasoline,cvt,Audi,excellent,1,1,47641.61
2021,44314,1.6,275,gasoline,manual,Honda,good,1,2,24850.12
2004,160751,3.5,485,diesel,automatic,Mercedes,poor,4,1,14892.46
2023,65267,5.0,352,gasoline,cvt,Mercedes,excellent,0,2,94862.92
2013,84720,1.4,203,gasoline,automatic,Mercedes,excellent,2,4,35175.37
2021,142349,1.4,427,electric,cvt,BMW,excellent,1,1,75026.69
2006,31158,3.0,183,gasoline,manual,Ford,excellent,0,1,19566.84
2004,116339,3.5,84,gasoline,automatic,Kia,excellent,0,3,7299.11
2021,192829,3.0,299,hybrid,automatic,Nissan,good,0,3,22439.05
2018,67351,1.8,329,gasoline,automatic,Honda,good,0,1,28146.1
2004,79856,2.5,372,diesel,automatic,Toyota,excellent,1,1,24212.84
2019,127097,1.4,259,diesel,automatic,Nissan,excellent,1,1,24138.87
2019,9296,3.5,267,gasoline,automatic,Mercedes,excellent,1,1,85633.84
2019,44319,5.0,307,gasoline,manual,Toyota,good,1,1,31104.61
2021,33525,4.0,179,gasoline,manual,Audi,poor,0,2,28967.4
2011,166664,1.8,340,electric,automatic,Hyundai,excellent,2,2,17810.17
2017,67775,3.0,93,gasoline,manual,BMW,good,1,1,37362.76
2023,165971,2.0,475,gasoline,cvt,Chevrolet,good,0,2,22654.84
2007,91504,1.4,495,hybrid,cvt,Toyota,good,2,3,20560.37
2005,195889,2.5,214,gasoline,automatic,Mercedes,good,0,2,15621.44
2008,84853,3.0,388,electric,automatic,Ford,good,4,3,17284.85
2014,181266,2.5,450,gasoline,automatic,Kia,fair,0,1,13179.78
2014,118251,1.4,269,diesel,manual,Chevrolet,good,1,3,13202.17
2021,3178,1.4,418,diesel,cvt,Toyota,good,0,1,41209.99
2002,116539,4.0,231,electric,automatic,Hyundai,good,1,1,12065.4
2008,142535,3.0,200,gasoline,automatic,BMW,excellent,0,5,26382.89
2003,79171,3.0,377,gasoline,manual,Ford,good,1,2,18238.69
2021,167260,1.6,186,diesel,cvt,Mercedes,poor,0,1,21735.31
2011,13241,4.0,384,gasoline,automatic,Nissan,good,1,1,28536.22
